partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd,partner_flow_total_usd,sample_share
European Union,Export,73,Iron or steel articles,8996665717.795,310109029674.586,0.029011298791382124
European Union,Export,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",7526500438.815001,310109029674.586,0.024270497530216907
European Union,Export,40,Rubber and articles thereof,6485941613.897,310109029674.586,0.02091503630417678
European Union,Export,39,Plastics and articles thereof,6290658423.288,310109029674.586,0.02028531200748693
European Union,Export,76,Aluminium and articles thereof,6149791731.537,310109029674.586,0.019831063087683405
European Union,Export,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6065284572.283,310109029674.586,0.019558555191532566
European Union,Export,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",5899437884.111,310109029674.586,0.01902375396905274
European Union,Export,64,Footwear; gaiters and the like; parts of such articles,5861719314.857,310109029674.586,0.018902123943337013
European Union,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",4488304601.127,310109029674.586,0.014473311550575674
European Union,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",4269273342.234,310109029674.586,0.013767007515756562
European Union,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",3978546760.657,310109029674.586,0.012829509559369819
European Union,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",3164320877.977,310109029674.586,0.010203897904222561
European Union,Export,9,"Coffee, tea, mate and spices",3106684856.094,310109029674.586,0.010018040620597248
European Union,Export,52,Cotton,2561539162.9639997,310109029674.586,0.00826012440093073
European Union,Export,38,Chemical products n.e.c.,2403926051.772,310109029674.586,0.00775187376612209
European Union,Export,57,Carpets and other textile floor coverings,2145563839.99,310109029674.586,0.0069187402967319424
European Union,Export,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1956960664.047,310109029674.586,0.006310556858342834
European Union,Export,69,Ceramic products,1801323861.639,310109029674.586,0.005808679171739131
European Union,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",1556511397.914,310109029674.586,0.005019239199669003
European Union,Export,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1481745281.943,310109029674.586,0.004778142976029672
European Union,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1431635925.504,310109029674.586,0.004616556722022226
European Union,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1339311889.836,310109029674.586,0.004318841960975504
European Union,Export,83,Metal; miscellaneous products of base metal,1247236379.616,310109029674.586,0.004021928613058419
European Union,Export,10,Cereals,1241356036.6069999,310109029674.586,0.004002966433804334
European Union,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1201557566.817,310109029674.586,0.0038746294104298044
European Union,Export,70,Glass and glassware,1140836927.025,310109029674.586,0.003678825244857079
European Union,Export,55,Man-made staple fibres,1074799673.334,310109029674.586,0.003465876741679676
European Union,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1057403109.22,310109029674.586,0.0034097785231522915
European Union,Export,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",1045681886.928,310109029674.586,0.0033719814222284658
European Union,Export,23,"Food industries, residues and wastes thereof; prepared animal fodder",1023157287.298,310109029674.586,0.003299346969585677
European Union,Export,54,Man-made filaments; strip and the like of man-made textile materials,953527650.798,310109029674.586,0.0030748142090495966
European Union,Export,13,"Lac; gums, resins and other vegetable saps and extracts",936464774.683,310109029674.586,0.0030197920249716128
European Union,Export,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",904625626.822,310109029674.586,0.0029171212066003756
European Union,Export,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",900770092.732,310109029674.586,0.002904688372593427
European Union,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",827574514.877,310109029674.586,0.0026686566197231284
European Union,Export,7,Vegetables and certain roots and tubers; edible,795900822.458,310109029674.586,0.002566519340933675
European Union,Export,21,Miscellaneous edible preparations,727144310.895,310109029674.586,0.0023448021222020896
European Union,Export,95,"Toys, games and sports requisites; parts and accessories thereof",722574857.925,310109029674.586,0.0023300671337536877
European Union,Export,74,Copper and articles thereof,675483723.596,310109029674.586,0.00217821365699935
European Union,Export,41,Raw hides and skins (other than furskins) and leather,629097165.727,310109029674.586,0.002028632208443415
European Union,Export,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,622367211.58,310109029674.586,0.0020069303116812924
European Union,Export,26,"Ores, slag and ash",557950545.35,310109029674.586,0.001799207672009704
European Union,Export,79,Zinc and articles thereof,513975255.94799995,310109029674.586,0.0016574017741029395
European Union,Export,44,Wood and articles of wood; wood charcoal,502939095.096,310109029674.586,0.0016218137718329612
European Union,Export,96,Miscellaneous manufactured articles,484852847.184,310109029674.586,0.0015634915490618962
European Union,Export,88,"Aircraft, spacecraft, and parts thereof",470337272.51699996,310109029674.586,0.0015166835774196902
European Union,Export,17,Sugars and sugar confectionery,451237367.83599997,310109029674.586,0.001455092643737293
European Union,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,422558460.55,310109029674.586,0.0013626125656302664
European Union,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",380825469.92,310109029674.586,0.001228037346476562
European Union,Export,24,Tobacco and manufactured tobacco substitutes,370761516.274,310109029674.586,0.0011955843938599915
European Union,Export,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",329937084.177,310109029674.586,0.0010639389782465239
European Union,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,310474678.745,310109029674.586,0.0010011790984312766
European Union,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",285048815.515,310109029674.586,0.0009191890214035914
European Union,Export,88,"Aircraft, spacecraft and parts thereof",241674321.908,310109029674.586,0.0007793204930588503
European Union,Export,35,Albuminoidal substances; modified starches; glues; enzymes,221725771.14699998,310109029674.586,0.0007149929538642222
European Union,Export,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",221619136.535,310109029674.586,0.000714649092183987
European Union,Export,99,Commodities not specified according to kind,213696995.425,310109029674.586,0.0006891027831380586
European Union,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",199615543.935,310109029674.586,0.0006436947164823523
European Union,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",197529506.908,310109029674.586,0.0006369679306509658
European Union,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",185387103.56,310109029674.586,0.0005978126588398171
European Union,Export,5,Animal originated products; not elsewhere specified or included,164832804.351,310109029674.586,0.0005315317794001932
European Union,Export,93,Arms and ammunition; parts and accessories thereof,164653091.946,310109029674.586,0.0005309522657846478
European Union,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",156957043.97100002,310109029674.586,0.0005061350330098529
European Union,Export,81,"Metals; n.e.c., cermets and articles thereof",145063367.415,310109029674.586,0.0004677818235967613
European Union,Export,75,Nickel and articles thereof,138769835.502,310109029674.586,0.000447487245526577
European Union,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",120029880.523,310109029674.586,0.0003870570316799668
European Union,Export,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",117045477.558,310109029674.586,0.00037743331008717186
European Union,Export,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",103334295.016,310109029674.586,0.0003332192394540533
European Union,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,88812741.491,310109029674.586,0.0002863919879540301
European Union,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",82066570.804,310109029674.586,0.0002646377981644612
European Union,Export,65,Headgear and parts thereof,78094499.536,310109029674.586,0.0002518291699469336
European Union,Export,18,Cocoa and cocoa preparations,75879917.586,310109029674.586,0.0002446878688622026
European Union,Export,50,Silk,65028084.497,310109029674.586,0.0002096942632248969
European Union,Export,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",62160874.400000006,310109029674.586,0.00020044845022806573
European Union,Export,92,Musical instruments; parts and accessories of such articles,59562452.911,310109029674.586,0.00019206939241176585
European Union,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",57079684.701000005,310109029674.586,0.00018406327852141802
European Union,Export,31,Fertilizers,50444641.499,310109029674.586,0.00016266743845522416
European Union,Export,91,Clocks and watches and parts thereof,48434695.374,310109029674.586,0.00015618602084829686
European Union,Export,78,Lead and articles thereof,46682498.85,310109029674.586,0.00015053576124173632
European Union,Export,89,"Ships, boats and floating structures",43678227.93,310109029674.586,0.00014084797200466528
European Union,Export,22,"Beverages, spirits and vinegar",32288189.847999997,310109029674.586,0.00010411883163119024
European Union,Export,60,Fabrics; knitted or crocheted,31050340.567,310109029674.586,0.00010012717333507763
European Union,Export,80,Tin; articles thereof,25803811.971,310109029674.586,8.320883786607995e-05
European Union,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",18453765.919,310109029674.586,5.950734791039308e-05
European Union,Export,97,Works of art; collectors' pieces and antiques,15497475.517,310109029674.586,4.9974280120970134e-05
European Union,Export,43,Furskins and artificial fur; manufactures thereof,11568557.572,310109029674.586,3.7304807229055884e-05
European Union,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",10534044.473,310109029674.586,3.396884148795646e-05
European Union,Export,45,Cork and articles of cork,1732442.381,310109029674.586,5.586558968688995e-06
European Union,Export,37,Photographic or cinematographic goods,764178.118,310109029674.586,2.464224014379372e-06
European Union,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,454028.747,310109029674.586,1.4640939268244998e-06
European Union,Export,2,Meat and edible meat offal,162459.68300000002,310109029674.586,5.238792406995619e-07
European Union,Export,1,Animals; live,142740.703,310109029674.586,4.6029199198032213e-07
European Union,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",35793317249.177,234601810685.404,0.15257050721221874
European Union,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",22640968406.369,234601810685.404,0.09650807186961594
European Union,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",19318292623.952,234601810685.404,0.0823450278048255
European Union,Import,88,"Aircraft, spacecraft, and parts thereof",17597451618.675,234601810685.404,0.07500987126767238
European Union,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",16984568784.581,234601810685.404,0.07239743263259354
European Union,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",15346569894.167,234601810685.404,0.0654153940642275
European Union,Import,39,Plastics and articles thereof,10747185596.565,234601810685.404,0.045810326719842524
European Union,Import,29,Organic chemicals,9873595157.932,234601810685.404,0.04208661104995596
European Union,Import,88,"Aircraft, spacecraft and parts thereof",8233246603.247,234601810685.404,0.035094556939663214
European Union,Import,72,Iron and steel,8131652074.902,234601810685.404,0.03466150602650877
European Union,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6782808766.281,234601810685.404,0.02891200518216205
European Union,Import,38,Chemical products n.e.c.,6460400047.43,234601810685.404,0.027537724574910712
European Union,Import,30,Pharmaceutical products,5545625144.425,234601810685.404,0.023638458408411712
European Union,Import,73,Iron or steel articles,3817248234.766,234601810685.404,0.01627117976461336
European Union,Import,76,Aluminium and articles thereof,3533753854.4709997,234601810685.404,0.01506277314802863
European Union,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3370388737.2790003,234601810685.404,0.014366422524328338
European Union,Import,74,Copper and articles thereof,2909071262.594,234601810685.404,0.012400037553397242
European Union,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",2743035012.41,234601810685.404,0.011692301113943026
European Union,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,2551898039.469,234601810685.404,0.010877571797137749
European Union,Import,40,Rubber and articles thereof,2506684650.4709997,234601810685.404,0.010684847841317006
European Union,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",2444430242.715,234601810685.404,0.010419485832498236
European Union,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",2259342656.7869997,234601810685.404,0.009630542280071017
European Union,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",1366199836.603,234601810685.404,0.005823483768567519
European Union,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1303794951.901,234601810685.404,0.0055574803454921376
European Union,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1246303611.161,234601810685.404,0.005312421108429834
European Union,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1207660920.651,234601810685.404,0.005147705028885934
European Union,Import,44,Wood and articles of wood; wood charcoal,1129835683.924,234601810685.404,0.004815971712337231
European Union,Import,35,Albuminoidal substances; modified starches; glues; enzymes,1094271409.048,234601810685.404,0.004664377507790827
European Union,Import,83,Metal; miscellaneous products of base metal,897455905.5090001,234601810685.404,0.0038254432175396516
European Union,Import,69,Ceramic products,893831605.806,234601810685.404,0.0038099944889368694
European Union,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",877506840.243,234601810685.404,0.00374040949504741
European Union,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",817324705.779,234601810685.404,0.0034838806375412632
European Union,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",773473888.964,234601810685.404,0.003296964702464347
European Union,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,729211097.036,234601810685.404,0.0031082927062905602
European Union,Import,70,Glass and glassware,727211005.5109999,234601810685.404,0.003099767232769462
European Union,Import,75,Nickel and articles thereof,661379494.7969999,234601810685.404,0.0028191576734413856
European Union,Import,99,Commodities not specified according to kind,654877588.371,234601810685.404,0.0027914430261971714
European Union,Import,22,"Beverages, spirits and vinegar",639055653.699,234601810685.404,0.0027240013699466282
European Union,Import,55,Man-made staple fibres,616131158.362,234601810685.404,0.0026262847527132632
European Union,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",573074279.7509999,234601810685.404,0.0024427530123349315
European Union,Import,31,Fertilizers,473232422.711,234601810685.404,0.002017172933697407
European Union,Import,41,Raw hides and skins (other than furskins) and leather,458631514.221,234601810685.404,0.0019549359524595276
European Union,Import,17,Sugars and sugar confectionery,442427902.90999997,234601810685.404,0.0018858673836208634
European Union,Import,79,Zinc and articles thereof,411573633.047,234601810685.404,0.0017543497718306676
European Union,Import,81,"Metals; n.e.c., cermets and articles thereof",402472209.418,234601810685.404,0.0017155545741192365
European Union,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",388771666.877,234601810685.404,0.0016571554402806143
European Union,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",329026764.819,234601810685.404,0.0014024903041358783
European Union,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",321018931.487,234601810685.404,0.0013683565806637337
European Union,Import,62,Apparel and clothing accessories; not knitted or crocheted,294542826.12,234601810685.404,0.0012555010775896168
European Union,Import,93,Arms and ammunition; parts and accessories thereof,288514664.654,234601810685.404,0.0012298057879906647
European Union,Import,37,Photographic or cinematographic goods,249021218.664,234601810685.404,0.0010614633277401773
European Union,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",246475474.948,234601810685.404,0.0010506119890034368
European Union,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,227039863.53399998,234601810685.404,0.0009677668849643091
European Union,Import,54,Man-made filaments; strip and the like of man-made textile materials,216824813.503,234601810685.404,0.0009242248082806038
European Union,Import,61,Apparel and clothing accessories; knitted or crocheted,214060961.086,234601810685.404,0.0009124437721115936
European Union,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",209602848.701,234601810685.404,0.0008934408821851462
European Union,Import,18,Cocoa and cocoa preparations,208636666.449,234601810685.404,0.0008893224900500759
European Union,Import,21,Miscellaneous edible preparations,208214391.268,234601810685.404,0.0008875225244838841
European Union,Import,96,Miscellaneous manufactured articles,207323757.593,234601810685.404,0.0008837261613083487
European Union,Import,26,"Ores, slag and ash",199709126.916,234601810685.404,0.0008512684805481134
European Union,Import,95,"Toys, games and sports requisites; parts and accessories thereof",194843579.573,234601810685.404,0.0008305288821247892
European Union,Import,64,Footwear; gaiters and the like; parts of such articles,178476428.725,234601810685.404,0.0007607632191907208
European Union,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",169688300.92000002,234601810685.404,0.0007233034579922676
European Union,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",168399270.423,234601810685.404,0.0007178089117514094
European Union,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",166834728.907,234601810685.404,0.0007111399883043606
European Union,Import,89,"Ships, boats and floating structures",163292845.69099998,234601810685.404,0.0006960425634138527
European Union,Import,13,"Lac; gums, resins and other vegetable saps and extracts",140315975.894,234601810685.404,0.000598102697860933
European Union,Import,9,"Coffee, tea, mate and spices",134095151.20899999,234601810685.404,0.0005715861732577108
European Union,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",131231566.22299999,234601810685.404,0.0005593800228548906
European Union,Import,78,Lead and articles thereof,119122178.60499999,234601810685.404,0.0005077632532203269
European Union,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",109343937.331,234601810685.404,0.0004660830920765052
European Union,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",93883755.771,234601810685.404,0.00040018342354951434
European Union,Import,52,Cotton,92208910.822,234601810685.404,0.00039304432712009273
European Union,Import,7,Vegetables and certain roots and tubers; edible,90139275.592,234601810685.404,0.00038422242065673924
European Union,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",89575314.357,234601810685.404,0.0003818185123776328
European Union,Import,10,Cereals,87282388.041,234601810685.404,0.0003720448183498626
European Union,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",72949861.669,234601810685.404,0.000310951827080415
European Union,Import,97,Works of art; collectors' pieces and antiques,63383258.22400001,234601810685.404,0.00027017378100715344
European Union,Import,57,Carpets and other textile floor coverings,61223893.850999996,234601810685.404,0.0002609694003304174
European Union,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,60361074.349,234601810685.404,0.0002572915962270339
European Union,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",59777316.339,234601810685.404,0.0002548033033690439
European Union,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",56250120.339,234601810685.404,0.0002397684833491341
European Union,Import,91,Clocks and watches and parts thereof,56184547.688,234601810685.404,0.00023948897719013038
European Union,Import,60,Fabrics; knitted or crocheted,50981178.553,234601810685.404,0.000217309399292594
European Union,Import,5,Animal originated products; not elsewhere specified or included,46148290.33,234601810685.404,0.00019670901173002398
European Union,Import,45,Cork and articles of cork,25797352.904,234601810685.404,0.0001099622923993272
European Union,Import,80,Tin; articles thereof,17925558.107,234601810685.404,7.640843885488076e-05
European Union,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",17627552.972,234601810685.404,7.513817954132575e-05
European Union,Import,1,Animals; live,13683458.529,234601810685.404,5.832631252513743e-05
European Union,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",12960126.931,234601810685.404,5.524308142863932e-05
European Union,Import,65,Headgear and parts thereof,12808529.954,234601810685.404,5.459689299319162e-05
European Union,Import,2,Meat and edible meat offal,12684380.809,234601810685.404,5.4067702086108295e-05
European Union,Import,43,Furskins and artificial fur; manufactures thereof,9301169.587,234601810685.404,3.964662318601057e-05
European Union,Import,92,Musical instruments; parts and accessories of such articles,5981881.623,234601810685.404,2.5498019838481022e-05
European Union,Import,24,Tobacco and manufactured tobacco substitutes,5785088.481000001,234601810685.404,2.4659180865222222e-05
European Union,Import,50,Silk,4807219.82,234601810685.404,2.0490974924513175e-05
European Union,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2353062.8540000003,234601810685.404,1.0030028528447324e-05
European Union,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",2160630.865,234601810685.404,9.209779151693591e-06
European Union,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1648427.364,234601810685.404,7.0264903718518436e-06
European Union,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1389506.1090000002,234601810685.404,5.9228277264377045e-06
European Union,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",1270282.281,234601810685.404,5.414631188432818e-06
European Union,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,377352.081,234601810685.404,1.608478979329026e-06
United States,Export,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",54911758298.586,356308277556.068,0.1541130581507335
United States,Export,30,Pharmaceutical products,36588872015.149,356308277556.068,0.10268880719278672
United States,Export,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",33734319794.625,356308277556.068,0.09467733959483057
United States,Export,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",22782735711.499,356308277556.068,0.06394107896613194
