partner_group,flow_india,cmdCode,cmdDesc,share_2020,share_2024,share_change
European Union,Export,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0.004223230935114826,0.004790352865658488,0.0005671219305436615
European Union,Export,9,"Coffee, tea, mate and spices",0.011153328985237954,0.01159716963516007,0.0004438406499221153
European Union,Export,74,Copper and articles thereof,0.0018516091442040891,0.0022453884044431544,0.00039377926023906524
European Union,Export,75,Nickel and articles thereof,0.00020952631007297058,0.0005000091242067748,0.0002904828141338042
European Union,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0.0005698826879385823,0.0007976810245161072,0.00022779833657752494
European Union,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0.0003108205879109038,0.0005244466266122917,0.00021362603870138792
European Union,Export,89,"Ships, boats and floating structures",1.6758791528957566e-05,0.00016191845169957755,0.00014515966017061998
European Union,Export,79,Zinc and articles thereof,6.568741110924193e-05,0.00018846557979044517,0.00012277816868120324
European Union,Export,78,Lead and articles thereof,6.828985697187585e-05,0.00012594485324110192,5.7654996269226066e-05
European Union,Export,81,"Metals; n.e.c., cermets and articles thereof",0.0003836096206102635,0.0004260414418394324,4.243182122916887e-05
European Union,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",2.512366124096204e-05,4.835076012017143e-05,2.3227098879209392e-05
European Union,Export,92,Musical instruments; parts and accessories of such articles,0.00016669153349651596,0.00018832456018898496,2.1633026692468996e-05
European Union,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",0.00019763837217349453,0.00021289086780617558,1.5252495632681051e-05
European Union,Export,97,Works of art; collectors' pieces and antiques,4.728888195653168e-05,6.204362783311474e-05,1.4754745876583053e-05
European Union,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",2.7160870412712783e-05,4.0573969005862407e-05,1.3413098593149624e-05
European Union,Export,80,Tin; articles thereof,2.030156275401695e-05,3.187166861136126e-05,1.1570105857344306e-05
European Union,Export,1,Animals; live,2.1694662160294782e-07,8.648857989740562e-07,6.479391773711084e-07
European Union,Export,37,Photographic or cinematographic goods,9.74402168588816e-07,1.4883639410642896e-06,5.139617724754736e-07
European Union,Export,2,Meat and edible meat offal,5.785933824240232e-10,1.8259756373744164e-10,-3.959958186865816e-10
European Union,Export,45,Cork and articles of cork,5.3139741182687845e-06,4.457505634750116e-06,-8.564684835186682e-07
European Union,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,2.963465280002612e-06,5.337865847301879e-07,-2.429678695272424e-06
European Union,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0.00024610441187096266,0.0002425539679109799,-3.550443959982768e-06
European Union,Export,43,Furskins and artificial fur; manufactures thereof,6.177305334184505e-05,2.4118615647505488e-05,-3.765443769433957e-05
European Union,Export,65,Headgear and parts thereof,0.0002544098374669848,0.00021198145082033723,-4.242838664664757e-05
European Union,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0.0006701363589571868,0.0006146373340662856,-5.549902489090117e-05
European Union,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0.001332705136160712,0.0012636302788572328,-6.907485730347921e-05
European Union,Export,60,Fabrics; knitted or crocheted,0.00014846573331706245,7.577806259478601e-05,-7.268767072227644e-05
European Union,Export,50,Silk,0.0002626036226796151,0.00018659433620430745,-7.600928647530765e-05
European Union,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0.0006049255665228154,0.0005263494084740346,-7.857615804878078e-05
European Union,Export,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0.0007874354748529011,0.0006936683724017998,-9.376710245110134e-05
European Union,Export,22,"Beverages, spirits and vinegar",0.00018061266076939417,7.274703186343226e-05,-0.0001078656289059619
European Union,Export,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",0.0011737247090289648,0.0010629572489740172,-0.0001107674600549476
European Union,Export,91,Clocks and watches and parts thereof,0.00026540647922555224,0.00011081095202796128,-0.00015459552719759097
European Union,Export,18,Cocoa and cocoa preparations,0.0004385223004129126,0.00027957764125240516,-0.00015894465916050743
European Union,Export,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0.00042133862970489093,0.0002501795433398972,-0.0001711590863649937
European Union,Export,31,Fertilizers,0.0003094763045447032,0.0001274178561994253,-0.0001820584483452779
European Union,Export,35,Albuminoidal substances; modified starches; glues; enzymes,0.0007681659616523717,0.0005486964003600127,-0.00021946956129235897
European Union,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0.0006536370263267549,0.0003936455695311471,-0.0002599914567956078
European Union,Export,44,Wood and articles of wood; wood charcoal,0.001738541400999536,0.0014532210336856547,-0.0002853203673138813
European Union,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0.0011734269403444876,0.0008135325596542892,-0.00035989438069019837
European Union,Export,5,Animal originated products; not elsewhere specified or included,0.0007781597886550226,0.00035904406551217217,-0.00041911572314285047
European Union,Export,54,Man-made filaments; strip and the like of man-made textile materials,0.003058733674837045,0.0026202442415963834,-0.00043848943324066147
European Union,Export,26,"Ores, slag and ash",0.0007952761279609612,0.000260796694359472,-0.0005344794336014892
European Union,Export,13,"Lac; gums, resins and other vegetable saps and extracts",0.003547172396273264,0.002987642097557256,-0.000559530298716008
European Union,Export,21,Miscellaneous edible preparations,0.002954435916588432,0.0023527458462099635,-0.0006016900703784685
European Union,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0.003984059983790337,0.0033580095281332367,-0.0006260504556571005
European Union,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0.001373945489050984,0.0007338582637767105,-0.0006400872252742735
European Union,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.002835770865300645,0.00218771237359734,-0.0006480584917033048
European Union,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0.0017582857970680908,0.0010745580747797522,-0.0006837277222883386
European Union,Export,95,"Toys, games and sports requisites; parts and accessories thereof",0.0025679924079035766,0.0018728379832681453,-0.0006951544246354313
European Union,Export,69,Ceramic products,0.006237502782488481,0.005537203028666953,-0.0007002997538215283
European Union,Export,96,Miscellaneous manufactured articles,0.0019276495440780283,0.0012162373679780476,-0.0007114121760999808
European Union,Export,17,Sugars and sugar confectionery,0.0011683044542050403,0.00030075047114887156,-0.0008675539830561688
European Union,Export,7,Vegetables and certain roots and tubers; edible,0.003475270639943162,0.0026069936808016847,-0.0008682769591414775
European Union,Export,10,Cereals,0.004933303652805743,0.0038762527440817924,-0.0010570509087239502
European Union,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0.005065057613902841,0.003806894855741749,-0.0012581627581610922
European Union,Export,83,Metal; miscellaneous products of base metal,0.004807180680723979,0.0035247426562814493,-0.00128243802444253
European Union,Export,70,Glass and glassware,0.004419493383337964,0.003057425732146955,-0.001362067651191009
European Union,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0.0051603334501711465,0.003727476958221734,-0.0014328564919494123
European Union,Export,41,Raw hides and skins (other than furskins) and leather,0.0028905063090712687,0.0014415723405858645,-0.0014489339684854042
European Union,Export,55,Man-made staple fibres,0.004040744384182037,0.002522588154757533,-0.0015181562294245038
European Union,Export,38,Chemical products n.e.c.,0.009208185820603997,0.007388746973124383,-0.0018194388474796139
European Union,Export,99,Commodities not specified according to kind,0.001873805031009673,1.6549750018003203e-05,-0.0018572552809916697
European Union,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.0157944088582612,0.013201058349776612,-0.002593350508484589
European Union,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.0075641614908284185,0.004841346067729102,-0.002722815423099317
European Union,Export,57,Carpets and other textile floor coverings,0.008833275625524063,0.005847185925993554,-0.002986089699530509
European Union,Export,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.030474852269958365,0.02743734406216467,-0.0030375082077936932
European Union,Export,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0.008252173867679097,0.004599029261494445,-0.0036531446061846516
European Union,Export,40,Rubber and articles thereof,0.022847946429821263,0.018958746226551377,-0.003889200203269886
European Union,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0.008997220823081499,0.004300420758249694,-0.004696800064831805
European Union,Export,52,Cotton,0.011497231496694602,0.005759895456197127,-0.005737336040497475
European Union,Export,73,Iron or steel articles,0.030618361972808206,0.024353804110060166,-0.00626455786274804
European Union,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",0.01768896965736119,0.011380552692758145,-0.006308416964603044
European Union,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0.014694708078390394,0.007724862649761948,-0.006969845428628446
European Union,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.017074237518834752,0.009677105982395177,-0.0073971315364395746
European Union,Export,30,Pharmaceutical products,0.045427591830115396,0.03732608970069305,-0.008101502129422344
European Union,Export,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0.024856244570969476,0.015525067672276089,-0.009331176898693387
European Union,Export,39,Plastics and articles thereof,0.025105931799658296,0.01572939215144972,-0.009376539648208577
European Union,Export,64,Footwear; gaiters and the like; parts of such articles,0.025855260435981922,0.015451534103865976,-0.010403726332115946
European Union,Export,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0.026407911550769003,0.015731204006096365,-0.010676707544672637
European Union,Export,62,Apparel and clothing accessories; not knitted or crocheted,0.04230821953421908,0.02928736392593056,-0.013020855608288518
European Union,Export,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.05086287162479531,0.034648628477228396,-0.016214243147566913
European Union,Export,61,Apparel and clothing accessories; knitted or crocheted,0.04751934383066632,0.02943659506020553,-0.018082748770460788
European Union,Export,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0.007118571310681728,,
European Union,Export,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",,0.004384479337529052,
European Union,Export,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0.0007087867212272353,,
European Union,Export,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",,0.0004777146366664222,
European Union,Export,24,Tobacco and manufactured tobacco substitutes,0.0047733108791580955,,
European Union,Export,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",,0.004707269547701268,
European Union,Export,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",,0.07372289398329303,
European Union,Export,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",0.08222932258684611,,
European Union,Export,88,"Aircraft, spacecraft and parts thereof",0.0024336832943051205,,
European Union,Export,88,"Aircraft, spacecraft, and parts thereof",,0.0020731047494427592,
European Union,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.022742212690010394,0.03253711149566237,0.009794898805651979
European Union,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.06343937123659557,0.07185855327719312,0.00841918204059755
European Union,Import,74,Copper and articles thereof,0.011012328849326259,0.016489924247100274,0.005477595397774015
European Union,Import,76,Aluminium and articles thereof,0.011991591948722884,0.01709448638240302,0.005102894433680137
European Union,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.09306206936047057,0.09740275125640252,0.004340681895931953
European Union,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0.0014731760788936773,0.0045944224115099085,0.0031212463326162313
European Union,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0.004505015320487981,0.006943149047300285,0.0024381337268123042
European Union,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,0.008242367945602342,0.010455404581495265,0.002213036635892923
European Union,Import,22,"Beverages, spirits and vinegar",0.001487726095389398,0.0033803241693774015,0.0018925980739880036
European Union,Import,40,Rubber and articles thereof,0.009756513127494131,0.011560354483656958,0.0018038413561628271
European Union,Import,79,Zinc and articles thereof,0.0007883636362179204,0.0021090361013372744,0.001320672465119354
European Union,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",0.0054818455480326505,0.006531048206798787,0.0010492026587661362
European Union,Import,7,Vegetables and certain roots and tubers; edible,0.00021786399067554032,0.0010848219227418637,0.0008669579320663234
European Union,Import,55,Man-made staple fibres,0.0024095683679498424,0.003235183377128101,0.0008256150091782584
European Union,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.0049125780986212396,0.005665944844007453,0.0007533667453862138
European Union,Import,18,Cocoa and cocoa preparations,0.0006056542942830531,0.0012710590446862935,0.0006654047504032404
European Union,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.002080725783034087,0.0026951261880534647,0.0006144004050193776
European Union,Import,83,Metal; miscellaneous products of base metal,0.0034021759283862957,0.004009230381721211,0.0006070544533349153
European Union,Import,44,Wood and articles of wood; wood charcoal,0.00429314102546104,0.004876869239595541,0.0005837282141345013
European Union,Import,75,Nickel and articles thereof,0.0025502598290568553,0.003092446968080714,0.0005421871390238588
European Union,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0.003219837049761716,0.00374968773676393,0.0005298506870022139
European Union,Import,81,"Metals; n.e.c., cermets and articles thereof",0.0015390885477128322,0.0019793648517021597,0.0004402763039893275
European Union,Import,69,Ceramic products,0.0036371513287580415,0.004008782813720584,0.0003716314849625422
European Union,Import,54,Man-made filaments; strip and the like of man-made textile materials,0.0007735597092751177,0.0011292448824403354,0.00035568517316521763
European Union,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0.00033821880864593753,0.0006760049765564621,0.0003377861679105246
European Union,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0.0005769292746597256,0.0008858096045556651,0.00030888032989593943
European Union,Import,78,Lead and articles thereof,0.00044334140504191264,0.0007371930861143058,0.0002938516810723932
European Union,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0.0006521366604765503,0.000894415586167913,0.00024227892569136272
European Union,Import,37,Photographic or cinematographic goods,0.0009106887414396961,0.0011471259750582452,0.00023643723361854913
European Union,Import,97,Works of art; collectors' pieces and antiques,0.00015120307779543154,0.0003751566770856908,0.00022395359929025928
European Union,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0.00034097977597091647,0.0005172688125942346,0.00017628903662331814
European Union,Import,91,Clocks and watches and parts thereof,0.00018225457149559306,0.00033245921479576343,0.00015020464330017038
European Union,Import,17,Sugars and sugar confectionery,0.001957172207430934,0.002096066064269058,0.00013889385683812407
European Union,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0.0012916026904027415,0.0014284758164753394,0.00013687312607259792
European Union,Import,35,Albuminoidal substances; modified starches; glues; enzymes,0.004658163495594835,0.0047870996958090635,0.0001289362002142285
European Union,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0.0014208473094294448,0.0015488601988710743,0.00012801288944162955
European Union,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0.0003167044706550133,0.00043030321043429736,0.00011359873977928407
European Union,Import,21,Miscellaneous edible preparations,0.000877949588772326,0.000981257690553919,0.00010330810178159312
European Union,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",0.0014734905902499486,0.001566441069624299,9.295047937435039e-05
European Union,Import,93,Arms and ammunition; parts and accessories thereof,0.000591161779402701,0.0006706104432010855,7.944866379838451e-05
European Union,Import,9,"Coffee, tea, mate and spices",0.0005747949561643546,0.0006266921273667881,5.189717120243349e-05
European Union,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0.0002449364325949289,0.00029452058028996885,4.958414769503993e-05
European Union,Import,57,Carpets and other textile floor coverings,0.00022896826297441717,0.00027406909096450616,4.510082799008899e-05
European Union,Import,31,Fertilizers,0.0021004741887068017,0.002144885509261396,4.441132055459443e-05
European Union,Import,89,"Ships, boats and floating structures",0.0005506125304480149,0.0005914950044873815,4.0882474039366686e-05
European Union,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0.0002967492042838093,0.0003323742495941448,3.562504531033552e-05
European Union,Import,10,Cereals,0.00011871038413372477,0.00014706046207701515,2.8350077943290383e-05
European Union,Import,2,Meat and edible meat offal,4.0284853655790244e-05,6.18300515334936e-05,2.1545197877703356e-05
European Union,Import,50,Silk,1.088135467447059e-05,2.4471932273291128e-05,1.3590577598820537e-05
European Union,Import,80,Tin; articles thereof,5.599149649149464e-05,6.605620900619475e-05,1.006471251470011e-05
European Union,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1.1508465063543513e-05,1.6142604763702132e-05,4.634139700158619e-06
European Union,Import,45,Cork and articles of cork,0.00011432229283841757,0.00011774230505970669,3.4200122212891165e-06
European Union,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0.0009549817603893866,0.0009578718656333914,2.890105244004776e-06
European Union,Import,65,Headgear and parts thereof,5.33821303079531e-05,5.495692065053302e-05,1.5747903425799241e-06
European Union,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",4.178790743806867e-06,3.6941918329328214e-06,-4.845989108740457e-07
European Union,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",5.687581438728123e-06,4.411486483178269e-06,-1.276094955549854e-06
European Union,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,3.1541806933286797e-06,1.1642612505514011e-06,-1.9899194427772783e-06
European Union,Import,92,Musical instruments; parts and accessories of such articles,2.487293955861462e-05,2.0993103412720722e-05,-3.879836145893898e-06
European Union,Import,43,Furskins and artificial fur; manufactures thereof,4.884893317977552e-05,3.553479525056285e-05,-1.331413792921267e-05
European Union,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0.00024093393835912955,0.0002245029977662792,-1.6430940592850355e-05
European Union,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0.0006970973113280685,0.0006625306020371153,-3.456670929095321e-05
European Union,Import,26,"Ores, slag and ash",0.0007948784956409492,0.0007589103465340212,-3.596814910692802e-05
European Union,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",8.614047215121584e-05,4.374493779232288e-05,-4.239553435889296e-05
European Union,Import,95,"Toys, games and sports requisites; parts and accessories thereof",0.0009491571840000166,0.0008991578299311963,-4.999935406882028e-05
European Union,Import,60,Fabrics; knitted or crocheted,0.00026231085279610145,0.00020800196947342496,-5.430888332267649e-05
European Union,Import,52,Cotton,0.00039468291294370814,0.0003291291447390161,-6.555376820469207e-05
European Union,Import,1,Animals; live,0.00012686614949629474,5.80504624789053e-05,-6.881568701738944e-05
European Union,Import,5,Animal originated products; not elsewhere specified or included,0.00024242696887794246,0.00016573752137658178,-7.668944750136069e-05
European Union,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",0.00034634193262713243,0.00024383276723310382,-0.00010250916539402861
European Union,Import,64,Footwear; gaiters and the like; parts of such articles,0.000823381026243181,0.0007048322571073088,-0.00011854876913587218
European Union,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0.0005873011927797203,0.0004581308878349246,-0.00012917030494479566
European Union,Import,13,"Lac; gums, resins and other vegetable saps and extracts",0.0007343798162116999,0.0006014850769943464,-0.0001328947392173535
European Union,Import,96,Miscellaneous manufactured articles,0.000977346588011022,0.0008340841251688754,-0.00014326246284214667
European Union,Import,61,Apparel and clothing accessories; knitted or crocheted,0.0008828702293711722,0.0006928711214313591,-0.00018999910793981317
European Union,Import,62,Apparel and clothing accessories; not knitted or crocheted,0.001185033651677081,0.0009328191882235222,-0.0002522144634535589
European Union,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.0013199869536707587,0.0009604543822120659,-0.00035953257145869273
European Union,Import,70,Glass and glassware,0.0033795711040825256,0.0029367459599989347,-0.00044282514408359097
European Union,Import,41,Raw hides and skins (other than furskins) and leather,0.0022516681994293863,0.0017445252370273331,-0.0005071429624020532
European Union,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0.010733041933197011,0.010225045394385103,-0.0005079965388119084
European Union,Import,72,Iron and steel,0.030686163686890727,0.029906801169893325,-0.0007793625169974019
European Union,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",0.011858620407950288,0.010840816288703295,-0.0010178041192469931
European Union,Import,73,Iron or steel articles,0.017874266883002875,0.016837896802449733,-0.0010363700805531423
European Union,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0.00642255362275438,0.005068320288337144,-0.001354233334417236
European Union,Import,39,Plastics and articles thereof,0.04667019277067068,0.0448320891450544,-0.0018381036256162817
European Union,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0.011320228056833685,0.008500800287161306,-0.002819427769672379
European Union,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.01219304648452916,0.009266124799223795,-0.0029269216853053653
European Union,Import,38,Chemical products n.e.c.,0.030826415511278803,0.027388234196716252,-0.0034381813145625516
European Union,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0.006224342124799363,0.0021607137940078086,-0.0040636283307915536
European Union,Import,99,Commodities not specified according to kind,0.0052354135131546286,0.00025638827468479224,-0.0049790252384698365
European Union,Import,30,Pharmaceutical products,0.03166283548830831,0.02240892543241889,-0.009253910055889422
European Union,Import,29,Organic chemicals,0.05523151147527263,0.03943316068665318,-0.01579835078861945
European Union,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.09867510640528245,0.04257296278136747,-0.056102143623914975
European Union,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0.0021709218988599896,,
European Union,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",,0.0020137755758893754,
European Union,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2.1874481374588442e-05,,
European Union,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",,1.155762619106797e-05,
European Union,Import,24,Tobacco and manufactured tobacco substitutes,7.112938776011535e-05,,
European Union,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",,0.00015009895879013248,
European Union,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",,0.23915267567436396,
European Union,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",0.21454503392459212,,
European Union,Import,88,"Aircraft, spacecraft and parts thereof",0.1060445559877666,,
European Union,Import,88,"Aircraft, spacecraft, and parts thereof",,0.13290922322411156,
United States,Export,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.055520540823752115,0.15525548294212652,0.0997349421183744
United States,Export,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.029144021931019573,0.05509954905448337,0.025955527123463794
United States,Export,73,Iron or steel articles,0.028072620095524872,0.03675170334057895,0.008679083245054078
